Serial Episode, Thumbnail Link, Video Link, Genre
2018.12.27-Pandian Stores 27-12-2018 Vijay TV Episode 62,https://s1.dmcdn.net/v/PC8JE1TsK8AX1sCRV,plugin://plugin.video.dailymotion_com/?url=k77b8A25uXhzs1sBecm&mode=playVideo,Pandian Stores
2018.12.28-Pandian Stores 28-12-2018 Vijay TV Episode 63,https://s2.dmcdn.net/v/PCOP01TsDjjm3tmOR,plugin://plugin.video.dailymotion_com/?url=k2sHhCN8Vpr9K4sBvlm&mode=playVideo,Pandian Stores
2018.12.31-Pandian Stores 31-12-2018 Vijay TV Episode 64,https://s2.dmcdn.net/v/PDMMN1TsBF73xPn8w,plugin://plugin.video.dailymotion_com/?url=k6JkqHrVdzGMbvsCzmD&mode=playVideo,Pandian Stores
2019.01.01-Pandian Stores 01-01-2019 Vijay TV Episode 65,https://s1.dmcdn.net/v/PDeAm1TsBI9sscvad,plugin://plugin.video.dailymotion_com/?url=k5hDlOlxf2YjjzsCSlO&mode=playVideo,Pandian Stores
2019.01.02-Pandian Stores 02-01-2019 Vijay TV Episode 66,https://s2.dmcdn.net/v/PDy7w1TsBIHRudu1M,plugin://plugin.video.dailymotion_com/?url=k1jG2UgJClIzMwsDdCa&mode=playVideo,Pandian Stores
2019.01.03-Pandian Stores 03-01-2019 Vijay TV Episode 67,https://s1.dmcdn.net/v/PEiNu1TsK7tYj5Wg_,plugin://plugin.video.dailymotion_com/?url=k2IeNDMy5eMd6BsE31K&mode=playVideo,Pandian Stores
2019.01.04-Pandian Stores 04-01-2019 Vijay TV Episode 68,https://s1.dmcdn.net/v/PF4vX1TsK7pgQsJye,plugin://plugin.video.dailymotion_com/?url=k3AnJAx22ABc9CsEta1&mode=playVideo,Pandian Stores
2019.01.07-Pandian Stores 07-01-2019 Vijay TV Episode 69,https://s1.dmcdn.net/v/PG5bV1TsK7mWp2pkP,plugin://plugin.video.dailymotion_com/?url=k2gHTzTe9kWxaEsFA5x&mode=playVideo,Pandian Stores
2019.01.08-Pandian Stores 08-01-2019 Vijay TV Episode 70,https://s1.dmcdn.net/v/PGW_I1TsK7iKKNUPJ,plugin://plugin.video.dailymotion_com/?url=kR4JPYdHcJRd9OsG3hU&mode=playVideo,Pandian Stores
2019.01.09-Pandian Stores 09-01-2019 Vijay TV Episode 71,https://s2.dmcdn.net/v/PGumJ1TsK7gIWZeHc,plugin://plugin.video.dailymotion_com/?url=k6SZQkdjxgj12fsGsBZ&mode=playVideo,Pandian Stores
2019.01.10-Pandian Stores 10-01-2019 Vijay TV Episode 72,https://s2.dmcdn.net/v/PHI0H1TsK7d26xdMM,plugin://plugin.video.dailymotion_com/?url=k2PzL9OMKgSCzrsGTw5&mode=playVideo,Pandian Stores
2019.01.11-Pandian Stores 11-01-2019 Vijay TV Episode 73,https://s2.dmcdn.net/v/PHi3i1TsK7aZpRMz2,plugin://plugin.video.dailymotion_com/?url=kAkOhFWGTv6YzisHlhi&mode=playVideo,Pandian Stores
2019.01.14-Pandian Stores 14-01-2019 Vijay TV Episode 74,https://s2.dmcdn.net/v/PIlpw1TsBkrEbMHkD,plugin://plugin.video.dailymotion_com/?url=k4eFCbVDZmxpdXsIvto&mode=playVideo,Pandian Stores
2019.01.15-Pandian Stores 15-01-2019 Vijay TV Episode 75,https://s2.dmcdn.net/v/PJAQX1TsB_1dbZHFd,plugin://plugin.video.dailymotion_com/?url=k2quNlIEQzBBSpsIXOV&mode=playVideo,Pandian Stores
2019.01.16-Pandian Stores 16-01-2019 Vijay TV Episode 76,https://s2.dmcdn.net/v/PJXWO1TsC3JdEtGb-,plugin://plugin.video.dailymotion_com/?url=k2fpQmFH5wHxOvsJmqs&mode=playVideo,Pandian Stores
2019.01.17-Pandian Stores 17-01-2019 Vijay TV Episode 77,https://s2.dmcdn.net/v/PJxbK1TsCC2J-JHRG,plugin://plugin.video.dailymotion_com/?url=k19vd255rCyWGfsJOde&mode=playVideo,Pandian Stores
2019.01.18-Pandian Stores 18-01-2019 Vijay TV Episode 78,https://s2.dmcdn.net/v/PKNwA1TsAsXBlWY5-,plugin://plugin.video.dailymotion_com/?url=k639004oC5VGM8sKioy&mode=playVideo,Pandian Stores
2019.01.21-Pandian Stores 21-01-2019 Vijay TV Episode 79,https://s1.dmcdn.net/v/PLKfJ1TsCBoRJUW4T,plugin://plugin.video.dailymotion_com/?url=k46tJGxF71MRqGsLl75&mode=playVideo,Pandian Stores
2019.01.22-Pandian Stores 22-01-2019 Vijay TV Episode 80,https://s2.dmcdn.net/v/PLhji1Ts5PHLI0nU0,plugin://plugin.video.dailymotion_com/?url=k42D8d9iy2G9hksLJH6&mode=playVideo,Pandian Stores
2019.01.23-Pandian Stores 23-01-2019 Vijay TV Episode 81,https://s1.dmcdn.net/v/PM6dU1TsFBLK2gymi,plugin://plugin.video.dailymotion_com/?url=k36HYdi0Tx8wIVsMcmq&mode=playVideo,Pandian Stores
2019.01.24-Pandian Stores 24-01-2019 Vijay TV Episode 82,https://s1.dmcdn.net/v/PMaMi1TsFPhwML13F,plugin://plugin.video.dailymotion_com/?url=k3eXY7NEDsY3RRsMI32&mode=playVideo,Pandian Stores
2019.01.25-Pandian Stores 25-01-2019 Vijay TV Episode 83,https://s2.dmcdn.net/v/PMzEF1TsFQ08LxiFq,plugin://plugin.video.dailymotion_com/?url=k5D9CSwzGDep06sN8xV&mode=playVideo,Pandian Stores
2019.01.28-Pandian Stores 28-01-2019 Vijay TV Episode 84,https://s1.dmcdn.net/v/PNnrQ1Ts5qCTQIrzk,plugin://plugin.video.dailymotion_com/?url=k3J0gIjSUFSZxXsO2BI&mode=playVideo,Pandian Stores
2019.01.29-Pandian Stores 29-01-2019 Vijay TV Episode 85,https://s2.dmcdn.net/v/POO-s1TsG3KUgB9vV,plugin://plugin.video.dailymotion_com/?url=k1NWPsuV6UfPt1sOIjY&mode=playVideo,Pandian Stores
2019.01.30-Pandian Stores 30-01-2019 Vijay TV Episode 86,https://s1.dmcdn.net/v/POmyx1TsG80pjGui0,plugin://plugin.video.dailymotion_com/?url=k6UTQU70uDGvRFsP7Rx&mode=playVideo,Pandian Stores
2019.01.31-Pandian Stores 31-01-2019 Vijay TV Episode 87,https://s2.dmcdn.net/v/PP50_1TsGFrTVZzyx,plugin://plugin.video.dailymotion_com/?url=k4gd3fhd4OB32XsPtf1&mode=playVideo,Pandian Stores
2019.02.01-Pandian Stores 01-02-2019 Vijay TV Episode 88,https://s2.dmcdn.net/v/PPT0-1TsCX8PE1qCt,plugin://plugin.video.dailymotion_com/?url=k3vL1ajMn4ahjNsPSOy&mode=playVideo,Pandian Stores
2019.02.04-Pandian Stores 04-02-2019 Vijay TV Episode 89,https://s1.dmcdn.net/v/PQVEO1TsGKuQ9aPUP,plugin://plugin.video.dailymotion_com/?url=k6fDSDtjoJB0hasR1mE&mode=playVideo,Pandian Stores
2019.02.05-Pandian Stores 05-02-2019 Vijay TV Episode 90,https://s2.dmcdn.net/v/PQrWe1TsGL5Ar21OU,plugin://plugin.video.dailymotion_com/?url=k5XeMLwchG1LnysRp6U&mode=playVideo,Pandian Stores
2019.02.06-Pandian Stores 06-02-2019 Vijay TV Episode 91,https://s1.dmcdn.net/v/PRKzc1TsGR7B6PldZ,plugin://plugin.video.dailymotion_com/?url=k716GUAAaAjqvvsRWCO&mode=playVideo,Pandian Stores
2019.02.07-Pandian Stores 07-02-2019 Vijay TV Episode 92,https://s2.dmcdn.net/v/PRgIf1TsGadXWIRwE,plugin://plugin.video.dailymotion_com/?url=k5DZqruFZpsRBvsSjlT&mode=playVideo,Pandian Stores
2019.02.08-Pandian Stores 08-02-2019 Vijay TV Episode 93,https://s2.dmcdn.net/v/PRzz21TsGfd5CUzwk,plugin://plugin.video.dailymotion_com/?url=k4Ujdk1zxeCa2xsSEiS&mode=playVideo,Pandian Stores
2019.02.11-Pandian Stores 11-02-2019 Vijay TV Episode 94,https://s1.dmcdn.net/v/PT0d61TsGn1NPRtIC,plugin://plugin.video.dailymotion_com/?url=k5zzmV0hjPjapEsTNky&mode=playVideo,Pandian Stores
2019.02.12-Pandian Stores 12-02-2019 Vijay TV Episode 95,https://s2.dmcdn.net/v/PTQUg1TsGqHGKoHax,plugin://plugin.video.dailymotion_com/?url=k4Rpn2eqjdmAQ1sUeTw&mode=playVideo,Pandian Stores
2019.02.13-Pandian Stores 13-02-2019 Vijay TV Episode 96,https://s1.dmcdn.net/v/PTpIQ1TsGqSo3U1C_,plugin://plugin.video.dailymotion_com/?url=kZgBp3dLjkY0F2sUFku&mode=playVideo,Pandian Stores
2019.02.14-Pandian Stores 14-02-2019 Vijay TV Episode 97,https://s2.dmcdn.net/v/PU6wX1TsGy-uHKVmK,plugin://plugin.video.dailymotion_com/?url=k6rtrPYcdEORlIsV0f7&mode=playVideo,Pandian Stores
2019.02.15-Pandian Stores 15-02-2019 Vijay TV Episode 98,https://s1.dmcdn.net/v/PUTs91TsH27p8ehVa,plugin://plugin.video.dailymotion_com/?url=k1smNNNLUcEOMEsVoG5&mode=playVideo,Pandian Stores
2019.02.18-Pandian Stores 18-02-2019 Vijay TV Episode 99,https://s1.dmcdn.net/v/PVSA71TsH88_pgxyO,plugin://plugin.video.dailymotion_com/?url=k5kX5Ye4IbwvoVsWt4H&mode=playVideo,Pandian Stores
2019.02.19-Pandian Stores 19-02-2019 Vijay TV Episode 100,https://s2.dmcdn.net/v/PVpX51TsHAloCH4yB,plugin://plugin.video.dailymotion_com/?url=k3dmGNn7W8FycDsWRXT&mode=playVideo,Pandian Stores
2019.02.20-Pandian Stores 20-02-2019 Vijay TV Episode 101,https://s2.dmcdn.net/v/PWGpU1Trto9IyOg0V,plugin://plugin.video.dailymotion_com/?url=k3dGM1bnczFpHPsXnaK&mode=playVideo,Pandian Stores
2019.02.21-Pandian Stores 21-02-2019 Vijay TV Episode 102,https://s1.dmcdn.net/v/PWYqK1TsHYiKliel0,plugin://plugin.video.dailymotion_com/?url=k55g1wHtm1ihQvsXGmM&mode=playVideo,Pandian Stores
2019.02.22-Pandian Stores 22-02-2019 Vijay TV Episode 103,https://s2.dmcdn.net/v/PX4as1TsDacOj4lbU,plugin://plugin.video.dailymotion_com/?url=k2yLnQSvUQaIfQsYgl0&mode=playVideo,Pandian Stores
2019.02.25-Pandian Stores 25-02-2019 Vijay TV Episode 104,https://s1.dmcdn.net/v/PY2Wp1TsDcvrdYifZ,plugin://plugin.video.dailymotion_com/?url=k2FPm43GZJHBLvsZkkP&mode=playVideo,Pandian Stores
2019.02.26-Pandian Stores 26-02-2019 Vijay TV Episode 105,https://s2.dmcdn.net/v/PYSbF1TsFCxk6ew65,plugin://plugin.video.dailymotion_com/?url=kcZ7tZrRxLbNjQsZM75&mode=playVideo,Pandian Stores
2019.02.27-Pandian Stores 27-02-2019 Vijay TV Episode 106,https://s1.dmcdn.net/v/PYqDm1TsFa2WPngnM,plugin://plugin.video.dailymotion_com/?url=k6Rq93LWbXD3JEt0bio&mode=playVideo,Pandian Stores
2019.02.28-Pandian Stores 28-02-2019 Vijay TV Episode 107,https://s1.dmcdn.net/v/PZ6Zo1TsGAnjw8JJZ,plugin://plugin.video.dailymotion_com/?url=k1VRq7rZetlp4tt0uQi&mode=playVideo,Pandian Stores
2019.03.01-Pandian Stores 01-03-2019 Vijay TV Episode 108,https://s1.dmcdn.net/v/PZngc1TsGO5uUDdGD,plugin://plugin.video.dailymotion_com/?url=k42yDgmN4K2p5Qt1eM6&mode=playVideo,Pandian Stores
2019.03.04-Pandian Stores 04-03-2019 Vijay TV Episode 109,https://s2.dmcdn.net/v/Pb4uC1TsILLN43hty,plugin://plugin.video.dailymotion_com/?url=k4nMjmkaQKTn7Jt2Fru&mode=playVideo,Pandian Stores
2019.03.05-Pandian Stores 05-03-2019 Vijay TV Episode 110,https://s1.dmcdn.net/v/PbWF51TsGOGRzeQnk,plugin://plugin.video.dailymotion_com/?url=k6fylrs5NAFV58t38AR&mode=playVideo,Pandian Stores
2019.03.06-Pandian Stores 06-03-2019 Vijay TV Episode 111,https://s1.dmcdn.net/v/Pbum51TsGOZBcYTcP,plugin://plugin.video.dailymotion_com/?url=k5I8A6K8UAXexyt3yIt&mode=playVideo,Pandian Stores
2019.03.07-Pandian Stores 07-03-2019 Vijay TV Episode 112,https://s2.dmcdn.net/v/PcK6H1TsGS_USqmdC,plugin://plugin.video.dailymotion_com/?url=k23zxCKjsUWpQOt41R7&mode=playVideo,Pandian Stores
2019.03.08-Pandian Stores 08-03-2019 Vijay TV Episode 113,https://s1.dmcdn.net/v/PctW-1TsGi59ebQzo,plugin://plugin.video.dailymotion_com/?url=k44fmHqSNOW6G9t4DAW&mode=playVideo,Pandian Stores
2019.03.11-Pandian Stores 11-03-2019 Vijay TV Episode 114,https://s2.dmcdn.net/v/PeGfH1TsGnWMH6p25,plugin://plugin.video.dailymotion_com/?url=k3m3JpnsHdrvx6t6azf&mode=playVideo,Pandian Stores
2019.03.12-Pandian Stores 12-03-2019 Vijay TV Episode 115,https://s2.dmcdn.net/v/PenZY1TsGnQWRwPF-,plugin://plugin.video.dailymotion_com/?url=k6N6lNtAId3t9ot6JDs&mode=playVideo,Pandian Stores
2019.03.13-Pandian Stores 13-03-2019 Vijay TV Episode 116,https://s1.dmcdn.net/v/PfHvN1TsHrcbWbyBu,plugin://plugin.video.dailymotion_com/?url=k2nJ65M9krRf74t7i63&mode=playVideo,Pandian Stores
2019.03.14-Pandian Stores 14-03-2019 Vijay TV Episode 117,https://s1.dmcdn.net/v/Pfhmn1TsI4PIiYiEN,plugin://plugin.video.dailymotion_com/?url=k2Bm5brdvVppjat7JER&mode=playVideo,Pandian Stores
2019.03.15-Pandian Stores 15-03-2019 Vijay TV Episode 118,https://s1.dmcdn.net/v/Pg5Wa1TsI49OxrokH,plugin://plugin.video.dailymotion_com/?url=k1kwaqZEkFVFvnt8b5O&mode=playVideo,Pandian Stores
2019.03.18-Pandian Stores 18-03-2019 Vijay TV Episode 119,https://s1.dmcdn.net/v/Ph2hd1TsIwGsnNhrz,plugin://plugin.video.dailymotion_com/?url=k1jjKVtODWVjzvt9eh9&mode=playVideo,Pandian Stores
2019.03.19-Pandian Stores 19-03-2019 Vijay TV Episode 120,https://s2.dmcdn.net/v/PhS881TsJs-hf43wj,plugin://plugin.video.dailymotion_com/?url=k2LMkFRzpX2jwAt9Foc&mode=playVideo,Pandian Stores
2019.03.20-Pandian Stores 20-03-2019 Vijay TV Episode 121,https://s2.dmcdn.net/v/Phq211TsK5FR1f1Kx,plugin://plugin.video.dailymotion_com/?url=k4gGpCw4HKdm68ta4Rr&mode=playVideo,Pandian Stores
2019.03.21-Pandian Stores 21-03-2019 Vijay TV Episode 122,https://s2.dmcdn.net/v/PiDXa1TsK5BMOx3Pl,plugin://plugin.video.dailymotion_com/?url=k5B0gqDgJ8XZSYtaw1C&mode=playVideo,Pandian Stores
2019.03.22-Pandian Stores 22-03-2019 Vijay TV Episode 123,https://s1.dmcdn.net/v/PiXA-1TsK58wKg-kx,plugin://plugin.video.dailymotion_com/?url=k6gcCIwBp1B2GUtaQXA&mode=playVideo,Pandian Stores
2019.03.25-Pandian Stores 25-03-2019 Vijay TV Episode 124,https://s1.dmcdn.net/v/PjL-y1TsK529y1qPe,plugin://plugin.video.dailymotion_com/?url=k4KSz9ooIqNOwntbLeA&mode=playVideo,Pandian Stores
2019.03.26-Pandian Stores 26-03-2019 Vijay TV Episode 125,https://s1.dmcdn.net/v/PjdAP1TsK4-x-Q4ef,plugin://plugin.video.dailymotion_com/?url=kenfBLg9o7CF14tc3xv&mode=playVideo,Pandian Stores
2019.03.27-Pandian Stores 27-03-2019 Vijay TV Episode 126,https://s1.dmcdn.net/v/Pjv4P1TsK4xisBeup,plugin://plugin.video.dailymotion_com/?url=k3PVu14LIJyXmNtcmCt&mode=playVideo,Pandian Stores
2019.03.28-Pandian Stores 28-03-2019 Vijay TV Episode 127,https://s1.dmcdn.net/v/PkDJU1TsK4rCitK1c,plugin://plugin.video.dailymotion_com/?url=k34EpRdvuv1r81tcIbk&mode=playVideo,Pandian Stores
2019.03.29-Pandian Stores 29-03-2019 Vijay TV Episode 128,https://s2.dmcdn.net/v/PkY3u1TsK4o3xcWc-,plugin://plugin.video.dailymotion_com/?url=k30jcWf23lAAcdtd4iA&mode=playVideo,Pandian Stores
2019.04.01-Pandian Stores 01-04-2019 Vijay TV Episode 129,https://s1.dmcdn.net/v/PlULg1TsIUYziY_-S,plugin://plugin.video.dailymotion_com/?url=k1p5GUzLkaLk80te6wO&mode=playVideo,Pandian Stores
2019.04.02-Pandian Stores 02-04-2019 Vijay TV Episode 13,https://s2.dmcdn.net/v/Plojm1TsH0xf0d2Fg,plugin://plugin.video.dailymotion_com/?url=k6Y66xsAihOYcpteseY&mode=playVideo,Pandian Stores
2019.04.03-Pandian Stores 03-04-2019 Vijay TV Episode 14,https://s1.dmcdn.net/v/Pm8YR1TsH3006ckVJ,plugin://plugin.video.dailymotion_com/?url=k5h7fQTCPsiT4otePuH&mode=playVideo,Pandian Stores
2019.04.04-Pandian Stores 04-04-2019 Vijay TV Episode 15,https://s2.dmcdn.net/v/PmSNE1TsH8R1h2gay,plugin://plugin.video.dailymotion_com/?url=k3qIk1nR1oQZCLtfaCq&mode=playVideo,Pandian Stores
2019.04.05-Pandian Stores 05-04-2019 Vijay TV Episode 16,https://s1.dmcdn.net/v/PmmkD1TsHEss0y3Q8,plugin://plugin.video.dailymotion_com/?url=kxxpxzOo1kCm5vtfwjr&mode=playVideo,Pandian Stores
2019.04.08-Pandian Stores 08-04-2019 Vijay TV Episode 17,https://s2.dmcdn.net/v/Pnkc_1TsHVP4EczeG,plugin://plugin.video.dailymotion_com/?url=k4m437WyLngieVtgAfZ&mode=playVideo,Pandian Stores
2019.04.09-Pandian Stores 09-04-2019 Vijay TV Episode 18,https://s2.dmcdn.net/v/Po87t1TsHYQYNSqVq,plugin://plugin.video.dailymotion_com/?url=k5roxukrgUtgJcth1rx&mode=playVideo,Pandian Stores
2019.04.10-Pandian Stores 10-04-2019 Vijay TV Episode 19,https://s1.dmcdn.net/v/PoXYi1TsHYl-Z7TnW,plugin://plugin.video.dailymotion_com/?url=k1Z7CI2qbA1WbYthswQ&mode=playVideo,Pandian Stores
2019.04.11-Pandian Stores 11-04-2019 Vijay TV Episode 20,https://s1.dmcdn.net/v/Pp0fB1TsHc8WKgmgQ,plugin://plugin.video.dailymotion_com/?url=k6UP53gShdXkQQthZFx&mode=playVideo,Pandian Stores
2019.04.12-Pandian Stores 12-04-2019 Vijay TV Episode 21,https://s2.dmcdn.net/v/PpLk71TsK1bKtuZg1,plugin://plugin.video.dailymotion_com/?url=kkHROAV2Qnc9ITtim7Z&mode=playVideo,Pandian Stores
